,id,ph_gender,car_model,replace_value,area_code,accident_type,days_to_expiry,fraud_prob,fraudulent,time
4635,25653,1,D,4016,H,T,234,0.72,1,2020-10-30 20:02:48
4636,25652,0,C,2112,E,T,266,0.68,0,2020-10-30 20:02:48
4637,25651,0,C,4543,A,F,287,0.65,0,2020-10-30 20:02:48
4638,25650,0,A,2661,A,D,222,0.55,0,2020-10-30 20:02:48
4639,25649,1,D,1246,B,T,276,0.68,0,2020-10-30 20:02:48
4640,25648,0,A,2601,C,T,154,0.68,0,2020-10-30 20:02:48
4641,25647,0,A,1757,F,T,189,0.68,0,2020-10-30 20:02:48
4642,25646,0,C,3890,J,F,252,0.66,0,2020-10-30 20:02:48
4643,25645,0,E,1866,H,D,179,0.69,0,2020-10-30 20:02:48
4644,25644,0,A,3990,F,T,344,0.68,0,2020-10-30 20:02:48
4645,25643,0,A,3925,A,F,348,0.65,0,2020-10-30 20:02:48
4646,25642,1,A,2488,B,T,202,0.68,0,2020-10-30 20:02:48
4647,25641,1,A,1849,C,T,322,0.68,0,2020-10-30 20:02:48
4648,25640,1,A,1830,C,D,239,0.55,0,2020-10-30 20:02:48
4649,25639,0,A,4102,G,T,181,0.68,0,2020-10-30 20:02:48
4650,25638,0,E,3608,J,D,193,0.66,0,2020-10-30 20:02:48
4651,25637,1,A,1829,I,D,53,0.63,0,2020-10-30 20:02:48
4652,25636,1,C,3933,D,D,30,0.63,0,2020-10-30 20:02:48
4653,25635,1,D,3735,B,T,265,0.68,0,2020-10-30 20:02:48
4654,25634,1,D,4656,G,D,284,0.55,0,2020-10-30 20:02:48
4655,25633,1,D,3781,J,D,82,0.64,0,2020-10-30 20:02:48
4656,25632,0,D,4101,I,D,142,0.55,0,2020-10-30 20:02:48
4657,25631,1,A,2758,A,T,33,0.76,1,2020-10-30 20:02:48
4658,25630,0,A,3269,A,F,58,0.73,1,2020-10-30 20:02:48
4659,25629,1,C,4067,D,D,330,0.55,0,2020-10-30 20:02:48
4660,25628,1,B,4517,A,F,61,0.73,1,2020-10-30 20:02:48
4661,25627,1,C,1378,D,T,227,0.68,0,2020-10-30 20:02:48
4662,25626,1,B,2863,J,T,36,0.77,1,2020-10-30 20:02:48
4663,25625,1,A,1094,B,F,295,0.65,0,2020-10-30 20:02:48
4664,25624,0,A,4762,I,F,323,0.65,0,2020-10-30 20:02:48
4665,25623,0,D,2572,G,T,324,0.68,0,2020-10-30 20:02:48
4666,25622,0,C,3810,J,D,120,0.56,0,2020-10-30 20:02:48
4667,25621,1,C,4393,E,F,57,0.73,1,2020-10-30 20:02:48
4668,25620,1,A,1779,J,F,317,0.66,0,2020-10-30 20:02:48
4669,25619,1,D,2743,H,T,80,0.8,1,2020-10-30 20:02:48
4670,25618,0,E,3365,H,F,91,0.87,1,2020-10-30 20:02:48
4671,25617,0,B,4590,F,D,59,0.63,0,2020-10-30 20:02:48
4672,25616,0,B,4477,D,D,236,0.55,0,2020-10-30 20:02:48
4673,25615,0,B,4959,I,F,343,0.65,0,2020-10-30 20:02:48
4674,25614,0,B,4300,H,D,159,0.59,0,2020-10-30 20:02:48
4675,25613,1,A,1230,H,T,70,0.8,1,2020-10-30 20:02:48
4676,25612,1,E,2203,B,T,256,0.78,1,2020-10-30 20:02:48
4677,25611,0,A,2669,F,T,304,0.68,0,2020-10-30 20:02:48
4678,25610,1,A,1443,G,F,123,0.65,0,2020-10-30 20:02:48
4679,25609,1,E,2116,D,F,158,0.75,1,2020-10-30 20:02:48
4680,25608,1,C,3953,F,T,119,0.68,0,2020-10-30 20:02:48
4681,25607,0,C,3784,E,F,248,0.65,0,2020-10-30 20:02:48
4682,25606,1,D,2678,A,T,118,0.68,0,2020-10-30 20:02:48
4683,25605,1,E,4061,H,T,241,0.82,1,2020-10-30 20:02:48
4684,25604,0,B,1524,J,D,182,0.56,0,2020-10-30 20:02:48
4685,25603,1,B,3808,A,F,313,0.65,0,2020-10-30 20:02:48
4686,25602,0,D,3008,C,D,130,0.55,0,2020-10-30 20:02:48
4687,25601,0,C,1590,I,F,66,0.73,1,2020-10-30 20:02:48
4688,25600,0,C,1371,H,F,6,0.77,1,2020-10-30 20:02:48
4689,25599,1,D,3338,G,D,183,0.55,0,2020-10-30 20:02:48
4690,25598,0,B,4450,F,D,323,0.55,0,2020-10-30 20:02:48
4691,25597,0,A,1019,A,T,320,0.68,0,2020-10-30 20:02:48
4692,25596,1,E,1190,F,F,339,0.75,1,2020-10-30 20:02:48
4693,25595,1,B,1619,I,T,157,0.68,0,2020-10-30 20:02:48
4694,25594,1,B,3115,H,D,29,0.67,0,2020-10-30 20:02:48
4695,25593,1,D,2451,F,T,123,0.68,0,2020-10-30 20:02:48
4696,25592,1,D,1582,G,F,279,0.65,0,2020-10-30 20:02:48
4697,25591,0,C,3309,B,T,52,0.76,1,2020-10-30 20:02:48
4698,25590,1,E,3377,C,T,250,0.78,1,2020-10-30 20:02:48
4699,25589,0,D,4783,H,D,24,0.67,0,2020-10-30 20:02:48
4700,25588,0,E,4596,C,F,98,0.83,1,2020-10-30 20:02:48
4701,25587,1,C,1865,A,T,131,0.68,0,2020-10-30 20:02:48
4702,25586,1,D,1239,I,F,246,0.65,0,2020-10-30 20:02:48
4703,25585,1,D,4969,H,D,312,0.59,0,2020-10-30 20:02:48
4704,25584,1,B,1523,D,T,59,0.76,1,2020-10-30 20:02:48
4705,25583,1,C,3449,H,D,281,0.59,0,2020-10-30 20:02:48
4706,25582,0,D,1379,F,F,248,0.65,0,2020-10-30 20:02:48
4707,25581,0,B,2075,F,T,154,0.68,0,2020-10-30 20:02:48
4708,25580,1,B,3115,B,T,242,0.68,0,2020-10-30 20:02:48
4709,25579,1,D,1200,F,D,238,0.55,0,2020-10-30 20:02:48
4710,25578,1,C,3500,C,T,240,0.68,0,2020-10-30 20:02:48
4711,25577,0,B,2603,D,T,209,0.68,0,2020-10-30 20:02:48
4712,25576,1,E,2993,H,D,96,0.77,1,2020-10-30 20:02:48
4713,25575,1,D,1126,H,D,344,0.59,0,2020-10-30 20:02:48
4714,25574,0,C,2826,C,T,244,0.68,0,2020-10-30 20:02:48
4715,25573,0,C,3037,I,F,351,0.65,0,2020-10-30 20:02:48
4716,25572,0,E,4526,G,F,32,0.83,1,2020-10-30 20:02:48
4717,25571,1,A,3806,C,F,269,0.65,0,2020-10-30 20:02:48
4718,25570,0,B,2230,C,F,167,0.65,0,2020-10-30 20:02:48
4719,25569,1,A,1195,D,F,283,0.65,0,2020-10-30 20:02:48
4720,25568,1,E,3439,J,F,34,0.84,1,2020-10-30 20:02:48
4721,25567,0,E,4847,F,T,75,0.86,1,2020-10-30 20:02:48
4722,25566,1,E,2441,H,T,125,0.82,1,2020-10-30 20:02:48
4723,25565,0,D,2883,D,F,278,0.65,0,2020-10-30 20:02:48
4724,25564,1,D,1489,I,D,219,0.55,0,2020-10-30 20:02:48
4725,25563,0,B,3265,J,F,203,0.66,0,2020-10-30 20:02:48
4726,25562,1,D,2129,H,D,357,0.59,0,2020-10-30 20:02:48
4727,25561,1,A,3782,C,D,243,0.55,0,2020-10-30 20:02:48
4728,25560,1,C,4449,F,D,170,0.55,0,2020-10-30 20:02:48
4729,25559,0,E,3274,I,F,101,0.75,1,2020-10-30 20:02:48
4730,25558,1,D,2470,E,D,259,0.55,0,2020-10-30 20:02:48
4731,25557,1,A,3165,A,T,133,0.68,0,2020-10-30 20:02:48
4732,25556,0,E,1459,A,D,233,0.65,0,2020-10-30 20:02:48
4733,25555,0,E,3598,A,T,344,0.78,1,2020-10-30 20:02:48
4734,25554,0,A,1144,B,T,296,0.68,0,2020-10-30 20:02:48
4735,25553,1,A,2496,A,D,31,0.63,0,2020-10-30 20:02:48
4736,25552,1,E,4991,F,T,9,0.86,1,2020-10-30 20:02:48
4737,25551,0,D,2854,C,D,62,0.63,0,2020-10-30 20:02:48
4738,25550,0,E,2098,E,T,215,0.78,1,2020-10-30 20:02:48
4739,25549,1,C,3753,E,T,150,0.68,0,2020-10-30 20:02:48
4740,25548,0,D,4065,A,F,228,0.65,0,2020-10-30 20:02:48
4741,25547,0,C,2398,E,T,308,0.68,0,2020-10-30 20:02:48
4742,25546,1,C,2547,G,D,265,0.55,0,2020-10-30 20:02:48
4743,25545,1,E,3310,B,D,317,0.65,0,2020-10-30 20:02:48
4744,25544,0,C,1924,H,T,129,0.72,1,2020-10-30 20:02:48
4745,25543,1,C,2198,D,F,26,0.73,1,2020-10-30 20:02:48
4746,25542,0,B,3522,E,D,168,0.55,0,2020-10-30 20:02:48
4747,25541,0,B,3595,G,T,85,0.76,1,2020-10-30 20:02:48
4748,25540,0,B,4443,F,F,355,0.65,0,2020-10-30 20:02:48
4749,25539,1,D,3014,G,D,184,0.55,0,2020-10-30 20:02:48
4750,25538,0,E,3775,C,D,117,0.65,0,2020-10-30 20:02:48
4751,25537,1,B,1767,D,F,138,0.65,0,2020-10-30 20:02:48
4752,25536,1,B,3545,A,F,200,0.65,0,2020-10-30 20:02:48
4753,25535,1,D,1060,C,F,127,0.65,0,2020-10-30 20:02:48
4754,25534,0,C,3655,D,D,11,0.63,0,2020-10-30 20:02:48
4755,25533,1,C,2540,G,T,331,0.68,0,2020-10-30 20:02:48
4756,25532,1,C,4999,G,F,302,0.65,0,2020-10-30 20:02:48
4757,25531,1,B,4388,E,D,260,0.55,0,2020-10-30 20:02:48
4758,25530,0,D,2326,B,D,365,0.55,0,2020-10-30 20:02:48
4759,25529,0,D,4578,B,T,292,0.68,0,2020-10-30 20:02:48
4760,25528,1,E,2736,F,D,200,0.65,0,2020-10-30 20:02:48
4761,25527,1,D,1554,J,T,219,0.69,0,2020-10-30 20:02:48
4762,25526,1,B,3106,J,F,205,0.66,0,2020-10-30 20:02:48
4763,25525,0,B,4569,F,F,56,0.73,1,2020-10-30 20:02:48
4764,25524,0,D,1533,D,T,157,0.68,0,2020-10-30 20:02:48
4765,25523,1,D,2041,H,F,196,0.69,0,2020-10-30 20:02:48
4766,25522,1,B,2091,G,D,287,0.55,0,2020-10-30 20:02:48
4767,25521,1,C,3849,D,F,119,0.65,0,2020-10-30 20:02:48
4768,25520,1,E,2925,A,D,173,0.65,0,2020-10-30 20:02:48
4769,25519,1,C,1030,A,D,274,0.55,0,2020-10-30 20:02:48
4770,25518,1,D,4535,A,F,90,0.73,1,2020-10-30 20:02:48
4771,25517,1,B,4392,H,T,85,0.8,1,2020-10-30 20:02:48
4772,25516,0,B,1310,E,D,83,0.63,0,2020-10-30 20:02:48
4773,25515,1,C,3786,F,D,41,0.63,0,2020-10-30 20:02:48
4774,25514,1,E,2166,E,T,88,0.86,1,2020-10-30 20:02:48
4775,25513,1,B,1453,C,T,307,0.68,0,2020-10-30 20:02:48
4776,25512,0,E,2160,F,D,162,0.65,0,2020-10-30 20:02:48
4777,25511,0,E,4102,I,T,50,0.86,1,2020-10-30 20:02:48
4778,25510,0,D,2071,J,D,85,0.64,0,2020-10-30 20:02:48
4779,25509,0,A,1553,I,F,176,0.65,0,2020-10-30 20:02:48
4780,25508,0,A,3872,C,F,69,0.73,1,2020-10-30 20:02:48
4781,25507,0,C,1993,E,D,317,0.55,0,2020-10-30 20:02:48
4782,25506,1,D,4900,J,F,325,0.66,0,2020-10-30 20:02:48
4783,25505,0,B,3492,D,T,153,0.68,0,2020-10-30 20:02:48
4784,25504,0,D,2387,H,F,265,0.69,0,2020-10-30 20:02:48
4785,25503,1,A,1807,C,F,208,0.65,0,2020-10-30 20:02:48
4786,25502,0,E,2978,H,D,68,0.77,1,2020-10-30 20:02:48
4787,25501,0,C,3425,D,D,353,0.55,0,2020-10-30 20:02:48
4788,25500,1,C,1487,B,D,39,0.63,0,2020-10-30 20:02:48
4789,25499,0,D,1040,C,D,156,0.55,0,2020-10-30 20:02:48
4790,25498,0,D,3563,C,D,38,0.63,0,2020-10-30 20:02:48
4791,25497,1,B,3006,G,T,71,0.76,1,2020-10-30 20:02:48
4792,25496,0,E,2326,J,D,239,0.66,0,2020-10-30 20:02:48
4793,25495,1,B,1158,H,T,153,0.72,1,2020-10-30 20:02:48
4794,25494,1,B,3227,I,D,208,0.55,0,2020-10-30 20:02:48
4795,25493,0,A,3341,F,F,364,0.65,0,2020-10-30 20:02:48
4796,25492,1,E,3829,J,F,126,0.76,1,2020-10-30 20:02:48
4797,25491,1,C,2378,B,D,42,0.63,0,2020-10-30 20:02:48
4798,25490,1,A,3474,D,D,104,0.55,0,2020-10-30 20:02:48
4799,25489,1,C,1823,B,D,147,0.55,0,2020-10-30 20:02:48
4800,25488,0,E,1086,G,D,66,0.73,1,2020-10-30 20:02:48
4801,25487,1,A,3625,I,D,108,0.55,0,2020-10-30 20:02:48
4802,25486,0,A,2479,H,D,256,0.59,0,2020-10-30 20:02:48
4803,25485,1,E,1813,A,D,230,0.65,0,2020-10-30 20:02:48
4804,25484,0,A,4662,A,T,326,0.68,0,2020-10-30 20:02:48
4805,25483,1,C,1659,A,T,14,0.76,1,2020-10-30 20:02:48
4806,25482,1,B,3957,D,D,345,0.55,0,2020-10-30 20:02:48
4807,25481,1,E,4311,J,T,74,0.87,1,2020-10-30 20:02:48
4808,25480,1,E,4707,B,T,60,0.86,1,2020-10-30 20:02:48
4809,25479,1,A,2651,E,D,118,0.55,0,2020-10-30 20:02:48
4810,25478,1,B,2663,G,D,129,0.55,0,2020-10-30 20:02:48
4811,25477,0,A,1451,C,T,200,0.68,0,2020-10-30 20:02:48
4812,25476,1,C,3311,J,F,228,0.66,0,2020-10-30 20:02:48
4813,25475,1,B,4777,J,T,265,0.69,0,2020-10-30 20:02:48
4814,25474,0,E,2930,F,F,140,0.75,1,2020-10-30 20:02:48
4815,25473,0,C,4487,J,T,54,0.77,1,2020-10-30 20:02:48
4816,25472,1,D,4151,J,F,220,0.66,0,2020-10-30 20:02:48
4817,25471,1,B,3392,E,D,12,0.63,0,2020-10-30 20:02:48
4818,25470,0,D,2712,D,D,46,0.63,0,2020-10-30 20:02:48
4819,25469,1,C,3321,B,T,43,0.76,1,2020-10-30 20:02:48
4820,25468,1,C,3972,J,D,27,0.64,0,2020-10-30 20:02:48
4821,25467,1,C,4925,D,F,241,0.65,0,2020-10-30 20:02:48
4822,25466,0,E,1202,D,F,2,0.83,1,2020-10-30 20:02:48
4823,25465,0,D,4469,C,F,347,0.65,0,2020-10-30 20:02:48
4824,25464,0,E,1936,A,T,271,0.78,1,2020-10-30 20:02:48
4825,25463,0,E,4791,H,T,66,0.9,1,2020-10-30 20:02:48
4826,25462,1,C,3844,E,T,299,0.68,0,2020-10-30 20:02:48
4827,25461,1,A,4487,A,F,257,0.65,0,2020-10-30 20:02:48
4828,25460,1,E,3622,I,T,321,0.78,1,2020-10-30 20:02:48
4829,25459,0,E,2303,I,D,211,0.65,0,2020-10-30 20:02:48
4830,25458,1,E,3964,E,F,269,0.75,1,2020-10-30 20:02:48
4831,25457,0,D,3989,F,D,105,0.55,0,2020-10-30 20:02:48
4832,25456,0,B,3495,C,D,337,0.55,0,2020-10-30 20:02:48
4833,25455,1,A,4537,C,T,129,0.68,0,2020-10-30 20:02:48
4834,25454,0,E,2656,J,T,95,0.87,1,2020-10-30 20:02:48
4835,25453,1,C,2743,C,F,345,0.65,0,2020-10-30 20:02:48
4836,25452,1,D,2778,E,F,97,0.73,1,2020-10-30 20:02:48
4837,25451,1,E,3931,H,T,140,0.82,1,2020-10-30 20:02:48
4838,25450,1,E,3959,J,D,272,0.66,0,2020-10-30 20:02:48
4839,25449,1,C,3760,C,D,345,0.55,0,2020-10-30 20:02:48
4840,25448,0,E,3114,A,F,182,0.75,1,2020-10-30 20:02:48
4841,25447,0,D,1742,A,T,159,0.68,0,2020-10-30 20:02:48
4842,25446,1,A,3600,J,D,169,0.56,0,2020-10-30 20:02:48
4843,25445,1,B,3847,I,T,359,0.68,0,2020-10-30 20:02:48
4844,25444,1,E,2321,D,D,276,0.65,0,2020-10-30 20:02:48
4845,25443,1,E,4940,H,T,109,0.82,1,2020-10-30 20:02:48
4846,25442,1,D,4519,G,T,249,0.68,0,2020-10-30 20:02:48
4847,25441,0,C,4759,J,T,235,0.69,0,2020-10-30 20:02:48
4848,25440,1,A,3231,C,D,316,0.55,0,2020-10-30 20:02:48
4849,25439,1,C,3401,E,T,34,0.76,1,2020-10-30 20:02:48
4850,25438,1,E,1564,J,D,119,0.66,0,2020-10-30 20:02:48
4851,25437,0,E,1816,E,F,82,0.83,1,2020-10-30 20:02:48
4852,25436,1,D,3850,J,F,356,0.66,0,2020-10-30 20:02:48
4853,25435,0,A,3519,I,F,26,0.73,1,2020-10-30 20:02:48
4854,25434,0,B,2032,C,F,181,0.65,0,2020-10-30 20:02:48
4855,25433,1,D,2225,C,T,120,0.68,0,2020-10-30 20:02:48
4856,25432,1,E,4589,D,T,335,0.78,1,2020-10-30 20:02:48
4857,25431,1,B,2797,C,D,139,0.55,0,2020-10-30 20:02:48
4858,25430,1,D,2711,C,T,207,0.68,0,2020-10-30 20:02:48
4859,25429,1,E,4385,E,D,218,0.65,0,2020-10-30 20:02:48
4860,25428,0,B,1531,B,F,211,0.65,0,2020-10-30 20:02:48
4861,25427,0,D,4188,H,T,51,0.8,1,2020-10-30 20:02:48
4862,25426,1,C,1498,J,T,177,0.69,0,2020-10-30 20:02:48
4863,25425,0,C,2906,D,T,338,0.68,0,2020-10-30 20:02:48
4864,25424,1,A,1005,D,F,54,0.73,1,2020-10-30 20:02:48
4865,25423,0,D,3882,D,T,10,0.76,1,2020-10-30 20:02:48
4866,25422,1,B,3589,I,D,8,0.63,0,2020-10-30 20:02:48
4867,25421,0,A,4265,D,D,320,0.55,0,2020-10-30 20:02:48
4868,25420,0,E,3002,J,F,168,0.76,1,2020-10-30 20:02:48
4869,25419,0,A,2670,D,D,257,0.55,0,2020-10-30 20:02:48
4870,25418,0,D,3196,B,T,17,0.76,1,2020-10-30 20:02:48
4871,25417,1,A,3937,F,D,323,0.55,0,2020-10-30 20:02:48
4872,25416,0,C,1531,A,F,298,0.65,0,2020-10-30 20:02:48
4873,25415,0,E,1627,G,D,355,0.65,0,2020-10-30 20:02:48
4874,25414,0,B,3685,D,F,345,0.65,0,2020-10-30 20:02:48
4875,25413,1,E,2452,J,F,86,0.84,1,2020-10-30 20:02:48
4876,25412,0,A,3306,G,T,189,0.68,0,2020-10-30 20:02:48
4877,25411,0,C,4436,A,D,37,0.63,0,2020-10-30 20:02:48
4878,25410,0,D,1831,H,T,248,0.72,1,2020-10-30 20:02:48
4879,25409,0,E,3985,H,F,241,0.79,1,2020-10-30 20:02:48
4880,25408,0,B,3161,B,F,59,0.73,1,2020-10-30 20:02:48
4881,25407,0,B,2744,G,F,172,0.65,0,2020-10-30 20:02:48
4882,25406,0,D,3428,F,T,78,0.76,1,2020-10-30 20:02:48
4883,25405,1,B,2957,G,T,37,0.76,1,2020-10-30 20:02:48
4884,25404,0,C,3892,H,F,214,0.69,0,2020-10-30 20:02:48
4885,25403,1,E,4865,H,T,348,0.82,1,2020-10-30 20:02:48
4886,25402,1,B,2248,E,T,362,0.68,0,2020-10-30 20:02:48
4887,25401,0,D,2361,G,D,207,0.55,0,2020-10-30 20:02:48
4888,25400,0,E,1439,D,F,199,0.75,1,2020-10-30 20:02:48
4889,25399,0,C,4999,F,D,192,0.55,0,2020-10-30 20:02:48
4890,25398,1,E,1416,E,T,57,0.86,1,2020-10-30 20:02:48
4891,25397,1,B,4002,I,T,7,0.76,1,2020-10-30 20:02:48
4892,25396,0,B,1176,C,D,89,0.63,0,2020-10-30 20:02:48
4893,25395,0,C,3929,I,T,151,0.68,0,2020-10-30 20:02:48
4894,25394,1,C,1537,G,F,304,0.65,0,2020-10-30 20:02:48
4895,25393,0,A,3189,J,F,337,0.66,0,2020-10-30 20:02:48
4896,25392,0,E,4390,C,F,92,0.83,1,2020-10-30 20:02:48
4897,25391,0,C,4514,A,F,237,0.65,0,2020-10-30 20:02:48
4898,25390,1,A,4258,D,T,287,0.68,0,2020-10-30 20:02:48
4899,25389,0,B,2207,I,T,293,0.68,0,2020-10-30 20:02:48
4900,25388,1,B,1528,A,F,334,0.65,0,2020-10-30 20:02:48
4901,25387,1,A,3666,F,D,36,0.63,0,2020-10-30 20:02:48
4902,25386,1,D,2517,H,D,64,0.67,0,2020-10-30 20:02:48
4903,25385,0,C,1800,H,D,34,0.67,0,2020-10-30 20:02:48
4904,25384,1,A,4737,H,F,153,0.69,0,2020-10-30 20:02:48
4905,25383,0,D,3491,I,F,133,0.65,0,2020-10-30 20:02:48
4906,25382,1,A,1179,F,D,93,0.63,0,2020-10-30 20:02:48
4907,25381,1,E,2977,G,F,55,0.83,1,2020-10-30 20:02:48
4908,25380,1,A,4524,H,F,66,0.77,1,2020-10-30 20:02:48
4909,25379,0,A,3010,B,T,321,0.68,0,2020-10-30 20:02:48
4910,25378,0,B,4454,B,F,220,0.65,0,2020-10-30 20:02:48
4911,25377,0,A,1475,E,D,292,0.55,0,2020-10-30 20:02:48
4912,25376,0,C,1801,C,D,5,0.63,0,2020-10-30 20:02:48
4913,25375,0,D,4308,A,D,159,0.55,0,2020-10-30 20:02:48
4914,25374,1,D,2128,H,T,59,0.8,1,2020-10-30 20:02:48
4915,25373,0,A,3075,I,F,227,0.65,0,2020-10-30 20:02:48
4916,25372,0,D,3142,F,F,202,0.65,0,2020-10-30 20:02:48
4917,25371,1,C,1091,J,D,192,0.56,0,2020-10-30 20:02:48
4918,25370,1,C,4251,J,T,321,0.69,0,2020-10-30 20:02:48
4919,25369,0,C,4570,H,T,58,0.8,1,2020-10-30 20:02:48
4920,25368,1,A,4062,F,F,298,0.65,0,2020-10-30 20:02:48
4921,25367,1,D,4550,D,T,358,0.68,0,2020-10-30 20:02:48
4922,25366,1,E,2242,D,T,56,0.86,1,2020-10-30 20:02:48
4923,25365,0,B,4037,F,F,25,0.73,1,2020-10-30 20:02:48
4924,25364,0,D,3435,B,D,312,0.55,0,2020-10-30 20:02:48
4925,25363,0,A,2194,H,D,128,0.59,0,2020-10-30 20:02:48
4926,25362,1,C,2413,F,F,246,0.65,0,2020-10-30 20:02:48
4927,25361,1,A,4657,F,T,239,0.68,0,2020-10-30 20:02:48
4928,25360,0,D,1996,H,F,140,0.69,0,2020-10-30 20:02:48
4929,25359,1,E,1935,D,F,193,0.75,1,2020-10-30 20:02:48
4930,25358,1,D,4684,F,D,244,0.55,0,2020-10-30 20:02:48
4931,25357,0,C,3509,A,D,259,0.55,0,2020-10-30 20:02:48
4932,25356,0,A,3728,F,D,352,0.55,0,2020-10-30 20:02:48
4933,25355,1,B,2469,G,D,196,0.55,0,2020-10-30 20:02:48
4934,25354,1,A,4822,I,T,348,0.68,0,2020-10-30 20:02:48
4935,25353,0,A,3468,E,F,57,0.73,1,2020-10-30 20:02:48
4936,25352,1,E,1012,J,T,328,0.79,1,2020-10-30 20:02:48
4937,25351,0,B,2755,F,F,350,0.65,0,2020-10-30 20:02:48
4938,25350,0,B,1466,F,F,127,0.65,0,2020-10-30 20:02:48
4939,25349,1,B,1548,J,F,122,0.66,0,2020-10-30 20:02:48
4940,25348,0,E,3520,A,T,228,0.78,1,2020-10-30 20:02:48
4941,25347,0,C,1249,H,T,203,0.72,1,2020-10-30 20:02:48
4942,25346,0,A,4077,E,T,158,0.68,0,2020-10-30 20:02:48
4943,25345,0,C,4329,B,F,1,0.73,1,2020-10-30 20:02:48
4944,25344,1,E,4003,D,T,307,0.78,1,2020-10-30 20:02:48
4945,25343,1,E,3380,I,D,50,0.73,1,2020-10-30 20:02:48
4946,25342,0,D,2547,B,F,321,0.65,0,2020-10-30 20:02:48
4947,25341,0,D,2967,B,T,204,0.68,0,2020-10-30 20:02:48
4948,25340,1,C,1656,A,T,132,0.68,0,2020-10-30 20:02:48
4949,25339,1,B,2769,G,F,75,0.73,1,2020-10-30 20:02:48
4950,25338,0,E,4041,B,T,69,0.86,1,2020-10-30 20:02:48
4951,25337,0,C,1543,A,T,281,0.68,0,2020-10-30 20:02:48
4952,25336,0,B,2178,G,F,9,0.73,1,2020-10-30 20:02:48
4953,25335,0,E,3333,A,T,227,0.78,1,2020-10-30 20:02:48
4954,25334,0,D,2426,F,D,61,0.63,0,2020-10-30 20:02:48
4955,25333,0,B,4898,H,D,321,0.59,0,2020-10-30 20:02:48
4956,25332,0,E,4950,E,T,285,0.78,1,2020-10-30 20:02:48
4957,25331,0,C,2668,D,F,182,0.65,0,2020-10-30 20:02:48
4958,25330,0,E,1564,H,T,354,0.82,1,2020-10-30 20:02:48
4959,25329,0,A,4222,F,D,12,0.63,0,2020-10-30 20:02:48
4960,25328,0,B,4969,F,T,4,0.76,1,2020-10-30 20:02:48
4961,25327,0,A,4559,A,T,162,0.68,0,2020-10-30 20:02:48
4962,25326,0,A,2249,H,T,3,0.8,1,2020-10-30 20:02:48
4963,25325,1,E,4506,H,D,57,0.77,1,2020-10-30 20:02:48
4964,25324,0,A,3555,D,D,173,0.55,0,2020-10-30 20:02:48
4965,25323,1,E,4508,E,D,46,0.73,1,2020-10-30 20:02:48
4966,25322,1,D,2016,G,F,100,0.73,1,2020-10-30 20:02:48
4967,25321,1,C,2017,A,T,286,0.68,0,2020-10-30 20:02:48
4968,25320,1,D,3551,H,D,49,0.67,0,2020-10-30 20:02:48
4969,25319,1,D,4681,I,D,63,0.63,0,2020-10-30 20:02:48
4970,25318,0,D,2928,F,F,49,0.73,1,2020-10-30 20:02:48
4971,25317,0,C,3710,J,D,60,0.64,0,2020-10-30 20:02:48
4972,25316,1,A,1364,A,D,302,0.55,0,2020-10-30 20:02:48
4973,25315,0,E,3393,J,D,6,0.74,1,2020-10-30 20:02:48
4974,25314,1,E,2788,D,F,107,0.75,1,2020-10-30 20:02:48
4975,25313,0,B,1113,J,D,362,0.56,0,2020-10-30 20:02:48
4976,25312,1,E,1244,A,D,337,0.65,0,2020-10-30 20:02:48
4977,25311,1,D,4633,G,D,110,0.55,0,2020-10-30 20:02:48
4978,25310,1,D,1256,G,D,180,0.55,0,2020-10-30 20:02:48
4979,25309,1,C,4276,F,D,229,0.55,0,2020-10-30 20:02:48
4980,25308,1,C,4667,D,F,316,0.65,0,2020-10-30 20:02:48
4981,25307,1,D,3181,G,F,182,0.65,0,2020-10-30 20:02:48
4982,25306,1,A,4259,C,T,113,0.68,0,2020-10-30 20:02:48
4983,25305,0,D,2556,I,D,84,0.63,0,2020-10-30 20:02:48
4984,25304,0,D,3086,F,F,164,0.65,0,2020-10-30 20:02:48
4985,25303,1,D,3338,F,T,137,0.68,0,2020-10-30 20:02:48
4986,25302,0,A,4899,J,F,5,0.74,1,2020-10-30 20:02:48
4987,25301,1,C,1164,J,F,272,0.66,0,2020-10-30 20:02:48
4988,25300,1,C,4954,H,F,261,0.69,0,2020-10-30 20:02:48
4989,25299,1,E,2866,B,F,275,0.75,1,2020-10-30 20:02:48
4990,25298,0,E,2659,D,F,56,0.83,1,2020-10-30 20:02:48
4991,25297,1,A,2422,A,F,262,0.65,0,2020-10-30 20:02:48
4992,25296,1,A,1276,J,D,328,0.56,0,2020-10-30 20:02:48
4993,25295,1,E,2242,F,F,51,0.83,1,2020-10-30 20:02:48
4994,25294,0,E,2443,H,F,18,0.87,1,2020-10-30 20:02:48
4995,25293,0,C,1158,J,F,95,0.74,1,2020-10-30 20:02:48
4996,25292,1,D,3342,G,F,344,0.65,0,2020-10-30 20:02:48
4997,25291,1,D,4486,H,F,364,0.69,0,2020-10-30 20:02:48
4998,25290,0,E,4332,B,T,356,0.78,1,2020-10-30 20:02:48
4999,25289,1,D,2677,D,F,13,0.73,1,2020-10-30 20:02:48
5000,25288,1,D,4199,A,D,40,0.63,0,2020-10-30 20:02:48
5001,25287,1,B,2703,E,D,303,0.55,0,2020-10-30 20:02:48
